Taxar,ID,Provyteareal,Proportion_pine,Both Pine cover,Birch cover,Aspen cover,Rowan cover,Salix cover ,Oak,RASE_proportion,RASE presence,NordKoordinat,OstKoordinat,HuggnKlass,Browsing_presence,Moose pellet groups,Moose presence ,Wolf territory,Time since establishment,Small roads,Big roads,Pellet counts,Fresh only,Fresh and old ,Fresh ,Old and fresh,Old,Other ,No browsing,Total trees
2006,2.01E+11,153.94,0.019488112,3,3,0,0,0,0,0,0,6651934,495021,23,0,0,0,1,4,424.320319,1193.896828,0,0,0,0,0,0,0,0,0
2010,2.01E+11,153.94,0.051968299,8,8,0,0,0,0,0,0,6830911,414509,22,0,2,1,0,0,424.9047664,5379.915791,2,0,3,3,0,3,0,0,3
2012,2.01E+11,153.94,0.003248019,0.5,0.5,0,0,0,0,0,0,6520408,314898,22,0,1,1,1,8,425.6842021,824.216476,1,0,0,0,6,6,5,3,14
2014,2.01E+11,153.94,0.429388073,66.1,66,0,0.1,0.1,0,0.001299207,1,6396422,343405,21,0,0,0,0,0,429.5518856,447.761797,0,0,0,0,0,0,0,0,0
2013,2.01E+11,153.94,0.272833572,42,40,0,0,2,0,0.012992075,1,6679779,565402,22,0,0,0,0,0,429.6451095,703.19641,0,0,0,0,1,1,1,0,2
2010,2.01E+11,153.94,0.045472262,7,5,3,0,2,0,0.032480187,1,6901097,544273,23,0,0,0,1,4,429.6720634,7134.307812,0,0,0,0,4,4,2,4,10
2009,2.01E+11,153.94,0.02598415,4,2,0,0,2,0,0.012992075,1,6875490,534104,22,0,0,0,0,0,433.1724827,8895.378691,0,0,0,0,1,1,3,2,6
2015,2.02E+11,153.94,0.89060673,137.1,137,0,0.1,0.1,0,0.001299207,1,6742602,483117,23,0,0,0,1,4,433.9817086,1115.431683,0,0,1,1,0,1,2,0,3
2015,2.02E+11,153.94,0.142912823,22,22,0,0.1,0,0.1,0.001299207,1,6495433,287465,22,0,0,0,0,0,435.094692,1322.769356,0,0,0,0,2,2,1,0,3
2007,2.01E+11,153.94,0.02598415,4,2,0,3,2,0,0.032480187,1,6719834,574316,22,0,0,0,1,1,435.3001133,4862.982508,0,0,0,0,0,0,0,0,0
2012,2.01E+11,153.94,0.006496037,1,0.5,0,0.5,0.5,0,0.006496037,1,6694482,447877,22,0,0,0,1,6,435.7049172,3752.727679,0,0,0,0,0,0,0,0,0
2007,2.01E+11,153.94,0.17539301,27,27,0,3,0,0,0.019488112,1,6504294,316694,21,0,0,0,0,0,438.0208834,661.656472,0,0,0,0,0,0,0,0,0
2003,2.00E+11,153.94,0.038976225,6,5,0,0,12,0,0.077952449,1,6843111,518818,23,0,0,0,0,0,438.2320505,1773.150971,0,0,0,0,0,0,1,7,8
2004,2.00E+11,153.94,0.077952449,12,12,0,0,0,0,0,0,6678956,460854,23,0,1,1,1,8,439.90467,3960.609917,1,0,0,0,0,0,0,0,0
2016,2.02E+11,153.94,0.441730544,68,68,0,1,0,0,0.006496037,1,6722503,437791,23,0,0,0,0,0,441.0202598,4122.089767,0,0,0,0,0,0,1,0,1
2013,2.01E+11,153.94,0,0,0,0,0,0,0,0,0,6789646,451076,23,0,0,0,1,6,450.9748248,1410.437646,0,0,0,0,0,0,2,9,11
2004,2.00E+11,153.94,0.012992075,2,2,0,2,0,0,0.012992075,1,6613312,405678,22,0,3,1,0,0,452.0457433,559.414943,3,0,0,0,0,0,0,0,0
2016,2.02E+11,153.94,0.038976225,6,6,0.1,1,0,0,0.007145641,1,6822546,505737,23,1,1,1,1,8,453.0276562,7400.966331,1,1,0,1,0,0,2,5,8
2005,2.01E+11,153.94,0.272833572,42,42,0,0,0,0,0,0,6802533,389862,22,0,1,1,0,0,454.6846129,3716.851347,1,0,0,0,0,0,0,0,0
2004,2.00E+11,153.94,0.051968299,8,6,0,2,2,0,0.02598415,1,6733764,569149,21,0,0,0,0,0,454.7995033,2624.886414,0,0,0,0,0,0,0,3,3
2012,2.01E+11,153.94,0.003248019,0.5,0.5,0,0.5,0,0,0.003248019,1,6694478,447379,22,0,0,0,1,6,456.4136242,4242.601822,0,0,0,0,0,0,0,0,0
2008,2.01E+11,153.94,0.090944524,14,12,0,2,2,0,0.02598415,1,6748937,526672,22,0,3,1,1,3,457.3144353,5264.926731,3,0,3,3,0,3,0,0,3
2014,2.01E+11,153.94,0.006496037,1,1,0,0,0,0,0,0,6811514,457574,21,0,0,0,0,0,458.165041,2826.485078,0,0,0,0,0,0,7,1,8
2003,2.00E+11,153.94,0,0,12,0,0,0,0,0,0,6876641,393049,21,0,0,0,0,0,463.327765,947.128557,0,0,0,0,0,0,1,0,1
2015,2.02E+11,153.94,0.350786021,54,52,0.1,2,2,0,0.026633753,1,6837932,591435,23,0,3,1,0,0,463.4296026,6109.267609,3,0,4,4,1,5,0,1,6
2010,2.01E+11,153.94,0.285825646,44,42,0,2,2,0,0.02598415,1,6562133,373013,22,0,0,0,0,0,464.1440621,1065.866038,0,0,0,0,0,0,0,0,0
2003,2.00E+11,153.94,0.051968299,8,12,0,2,2,0,0.02598415,1,6718570,430379,22,0,1,1,0,0,465.7494196,3590.358759,1,0,0,0,2,2,0,1,3
2004,2.00E+11,153.94,0.565155255,87,85,0,2,2,0,0.02598415,1,6709001,505972,22,0,0,0,0,0,467.3311134,1737.862095,0,0,0,0,0,0,0,0,0
2006,2.01E+11,153.94,0.090944524,14,12,0,0,2,0,0.012992075,1,6652701,590583,22,0,0,0,0,0,471.9235028,1002.425522,0,0,0,0,1,1,0,2,3
2004,2.00E+11,153.94,0.012992075,2,2,0,0,0,0,0,0,6576926,331158,22,1,0,0,0,0,474.5185391,1009.840173,0,2,0,2,5,5,8,5,20
2003,2.00E+11,153.94,0.012992075,2,12,0,0,0,0,0,0,6620927,575375,22,0,0,0,0,0,477.011459,3064.103865,0,0,0,0,2,2,0,0,2
2005,2.01E+11,153.94,0,0,0,0,0,0,0,0,0,6872250,362618,23,0,0,0,0,0,478.7575814,5448.307994,0,0,0,0,3,3,0,0,3
2009,2.01E+11,153.94,0.038976225,6,6,0,0,0,0,0,0,6857224,511840,23,0,0,0,1,3,479.1114888,1041.595147,0,0,0,0,0,0,2,0,2
2016,2.02E+11,153.94,0.266337534,41,41,0,0.1,0,0,0.000649604,1,6732540,463960,22,0,0,0,1,15,479.5218714,11151.31433,0,0,2,2,3,5,0,0,5
2015,2.02E+11,153.94,0,0,0,0,0,0,0,0,0,6799739,560492,22,0,0,0,1,1,481.5857621,1331.209952,0,0,0,0,0,0,4,4,8
2003,2.00E+11,153.94,0,0,12,0,0,2,0,0.012992075,1,6399110,418100,23,0,0,0,0,0,485.8668208,229.020027,0,0,0,0,0,0,0,0,0
2007,2.01E+11,153.94,0,0,0,0,0,0,0,0,0,6754163,520409,22,0,0,0,1,2,486.4003507,5503.324371,0,0,0,0,0,0,0,3,3
2005,2.01E+11,153.94,0.038976225,6,6,0,0,0,0,0,0,6777594,474641,23,0,0,0,0,0,486.5386978,517.531553,0,0,0,0,0,0,0,0,0
2005,2.01E+11,153.94,0.136416786,21,19,8,2,2,0,0.077952449,1,6828005,509504,22,0,0,0,0,0,488.3455445,4542.375976,0,0,0,0,1,1,1,0,2
2015,2.02E+11,153.94,0.058464337,9,9,0,0,0,0,0,0,6796418,481018,23,0,0,0,0,0,489.4915557,3292.556092,0,0,0,0,0,0,2,3,5
2003,2.00E+11,153.94,0.077952449,12,2,2,0,2,0,0.02598415,1,6798587,434394,22,1,0,0,0,0,491.9393341,2241.041593,0,1,0,1,2,2,1,1,5
2009,2.01E+11,153.94,0.019488112,3,3,0,0,0,0,0,0,6829082,459707,23,0,0,0,0,0,493.2070134,2860.712889,0,0,0,0,0,0,0,0,0
2012,2.01E+11,153.94,0.064960374,10,10,0,0.5,0,0,0.003248019,1,6780153,584762,23,0,2,1,1,8,503.4493125,5274.100347,2,0,2,2,2,4,1,0,5
2015,2.02E+11,153.94,0.052617903,8.1,8,0.1,0.1,0.1,0.1,0.002598415,1,6601221,596257,21,0,0,0,0,0,505.840359,1142.448187,0,0,0,0,0,0,0,0,0
2005,2.01E+11,153.94,0.090944524,14,12,0,0,2,0,0.012992075,1,6609562,495536,22,0,0,0,0,0,511.7921727,512.775612,0,0,5,5,0,5,0,0,5
2013,2.01E+11,153.94,0.295569702,45.5,45,0,0.5,0.5,0,0.006496037,1,6679779,566402,21,0,0,0,0,0,515.762283,77.131751,0,0,0,0,0,0,0,0,0
2011,2.01E+11,153.94,0.003248019,0.5,0.5,0,0,0,0,0,0,6779712,428838,23,0,0,0,0,0,519.8819757,7450.497879,0,0,0,0,0,0,0,0,0
2015,2.02E+11,153.94,0.006496037,1,1,0,0,0,0,0,0,6863642,394420,23,0,4,1,0,0,520.1949883,316.880323,4,0,0,0,1,1,6,0,7
2010,2.01E+11,153.94,0.012992075,2,2,0,0,0,0,0,0,6810247,390973,22,0,0,0,1,3,521.9667924,6416.236315,0,0,0,0,0,0,1,0,1
2004,2.00E+11,153.94,0,0,0,0,0,0,0,0,0,6701391,374618,23,0,0,0,1,5,527.1334842,1246.025917,0,0,0,0,0,0,0,1,1
2008,2.01E+11,153.94,0.071456412,11,5,0,2,6,0,0.051968299,1,6794979,571584,22,0,0,0,0,0,528.3456813,1241.895098,0,0,1,1,1,2,8,10,20
2003,2.00E+11,153.94,0.032480187,5,2,0,0,0,0,0,0,6664355,574994,22,1,0,0,0,0,528.604973,643.77956,0,1,1,2,1,2,1,8,12
2003,2.00E+11,153.94,0.649603742,100,8,0,0,0,0,0,0,6514789,316571,22,0,0,0,0,0,529.5407431,1583.891156,0,0,0,0,2,2,0,4,6
2016,2.02E+11,153.94,0.084448486,13,12,0,0,1,0,0.006496037,1,6884858,553675,22,1,0,0,0,0,531.0258116,6059.10519,0,1,0,1,2,2,12,3,18
2007,2.01E+11,153.94,0.012992075,2,2,0,0,0,0,0,0,6549875,321940,23,0,2,1,1,7,532.8256657,3500.749758,2,0,0,0,2,2,0,0,2
2013,2.01E+11,153.94,0.019488112,3,3,0,0,0,0,0,0,6706590,541195,23,0,3,1,0,0,537.2138457,500.732334,3,0,0,0,2,2,0,8,10
2004,2.00E+11,153.94,0,0,0,0,0,0,0,0,0,6809120,478247,22,0,0,0,0,0,539.6573509,1326.20541,0,0,0,0,0,0,4,3,7
2007,2.01E+11,153.94,0.136416786,21,19,0,3,2,0,0.032480187,1,6855277,573142,23,0,0,0,0,0,554.0772163,2025.316935,0,0,0,0,12,12,1,3,16
2003,2.00E+11,153.94,0.448226582,69,3,0,0,0,0,0,0,6629984,498881,22,0,4,1,1,1,554.1660579,1523.375566,4,0,0,0,4,4,1,4,9
2016,2.02E+11,153.94,0.000649604,0.1,0.1,0,0,0,0,0,0,6870845,376432,23,0,0,0,0,0,557.1120793,631.039801,0,0,0,0,0,0,0,0,0
2013,2.01E+11,153.94,0.120176692,18.5,18,0.5,0,0.5,0,0.006496037,1,6780757,610524,22,0,2,1,0,0,567.7067338,1089.536087,2,0,7,7,5,12,0,1,13
2013,2.01E+11,153.94,0.077952449,12,12,0.5,0,0,0,0.003248019,1,6822576,492908,23,0,0,0,0,0,583.8310125,877.185118,0,0,0,0,4,4,0,1,5
2013,2.01E+11,153.94,0.077952449,12,9,0,0.5,3,0,0.022736131,1,6646329,360353,22,0,0,0,1,5,592.9382609,1093.814914,0,0,0,0,0,0,0,0,0
2012,2.01E+11,153.94,0,0,0,0.5,0.5,0,0,0.006496037,1,6765941,485972,22,0,1,1,1,5,603.0518636,4647.704217,1,0,0,0,3,3,0,0,3
2013,2.01E+11,153.94,0.029232168,4.5,4,0,0,0.5,0,0.003248019,1,6667616,544697,22,0,0,0,1,3,608.0361262,1828.730817,0,0,0,0,0,0,0,1,1
2006,2.01E+11,153.94,0.012992075,2,2,0,2,0,0,0.012992075,1,6783263,448578,22,1,0,0,1,1,613.1138372,1018.267878,0,1,3,4,0,3,0,0,4
2008,2.01E+11,153.94,0.077952449,12,12,0,2,0,0,0.012992075,1,6652803,389899,21,0,0,0,1,2,613.1676083,3519.400951,0,0,0,0,0,0,7,2,9
2008,2.01E+11,153.94,0,0,0,0,0,0,0,0,0,6861944,377136,22,0,0,0,0,0,617.4774136,616.335023,0,0,1,1,0,1,3,1,5
2008,2.01E+11,153.94,0.051968299,8,8,0,0,0,0,0,0,6523202,314468,23,0,0,0,1,7,619.291757,1229.351319,0,0,0,0,4,4,3,1,8
2008,2.01E+11,153.94,0.012992075,2,2,0,2,0,0,0.012992075,1,6844585,621468,22,0,2,1,0,0,621.4553031,1318.558325,2,0,0,0,0,0,0,0,0
2011,2.01E+11,153.94,0.012992075,2,2,0,0,0,0,0,0,6674387,398128,22,0,0,0,1,6,632.1118491,1515.552739,0,0,0,0,0,0,0,0,0
2014,2.01E+11,153.94,0.228010913,35.1,35,0,0.1,0.1,0,0.001299207,1,6845371,551948,23,0,0,0,0,0,632.2222706,3002.361026,0,0,0,0,0,0,0,5,5
2003,2.00E+11,153.94,0.350786021,54,3,0,0,2,0,0.012992075,1,6768718,525230,22,0,2,1,0,0,635.5898807,2725.32355,2,0,0,0,13,13,0,5,18
2011,2.01E+11,153.94,0.532675068,82,82,0,0.5,0,0,0.003248019,1,6708743,549661,22,1,0,0,0,0,652.5466613,715.662479,0,2,3,5,25,28,0,14,44
2003,2.00E+11,153.94,0,0,6,0,3,0,0,0.019488112,1,6876633,392549,21,0,0,0,0,0,658.9882266,1447.137658,0,0,0,0,0,0,0,0,0
2008,2.01E+11,153.94,0.019488112,3,3,0,2,0,0,0.012992075,1,6821459,611249,21,0,1,1,0,0,664.5339868,2576.213506,1,0,0,0,6,6,2,4,12
2007,2.01E+11,153.94,0.090944524,14,12,0,2,2,0,0.02598415,1,6763470,505302,22,0,0,0,1,3,666.9230805,4303.180945,0,0,0,0,0,0,3,1,4
2003,2.00E+11,153.94,0.077952449,12,0,0,0,0,0,0,0,6798457,504870,21,0,0,0,1,3,694.8756835,13846.63444,0,0,0,0,6,6,0,1,7
2011,2.01E+11,153.94,0,0,0,0,0,0,0,0,0,6824917,413072,23,0,0,0,1,1,704.0177824,1407.612418,0,0,0,0,0,0,0,0,0
2007,2.01E+11,153.94,0,0,0,0,0,0,0,0,0,6783467,425081,23,0,0,0,0,0,705.57071,3771.494118,0,0,1,1,0,1,1,5,7
2006,2.01E+11,153.94,0,0,0,0,0,0,0,0,0,6413639,333070,23,0,0,0,0,0,720.0885957,1697.409528,0,0,0,0,0,0,10,1,11
2006,2.01E+11,153.94,0.032480187,5,3,0,2,2,0,0.02598415,1,6797700,484386,22,0,0,0,0,0,722.8634681,620.170163,0,0,0,0,11,11,5,4,20
2005,2.01E+11,153.94,0.02598415,4,2,0,2,2,0,0.02598415,1,6839303,493863,21,0,0,0,0,0,741.8244309,5288.772168,0,0,0,0,0,0,0,5,5
2008,2.01E+11,153.94,0.02598415,4,2,0,0,2,0,0.012992075,1,6653301,389899,22,0,0,0,1,2,742.2377739,3357.77329,0,0,0,0,0,0,3,0,3
2015,2.02E+11,153.94,0.012992075,2,2,7,1,0,0,0.051968299,1,6811274,591364,23,1,1,1,0,0,760.9375963,2004.826289,1,1,0,1,4,4,2,2,9
2010,2.01E+11,153.94,0.012992075,2,2,0,0,0,0,0,0,6829414,414015,23,0,6,1,0,0,772.5344907,4325.201907,6,0,1,1,0,1,3,2,6
2014,2.01E+11,153.94,0.032480187,5,5,0,0,0,0,0,0,6770730,493725,23,0,2,1,1,9,774.8531869,10624.64632,2,0,5,5,2,7,0,0,7
2006,2.01E+11,153.94,0.123424711,19,19,0,0,0,0,0,0,6797688,483387,22,0,0,0,0,0,818.3928904,1613.881193,0,0,0,0,4,4,0,3,7
2003,2.00E+11,153.94,0.051968299,8,2,0,0,0,0,0,0,6747376,415536,22,0,0,0,0,0,823.4065642,1365.914057,0,0,0,0,7,7,0,4,11
2016,2.02E+11,153.94,0.188385085,29,27,0,1,2,0,0.019488112,1,6739632,371657,21,0,0,0,1,27,825.6249174,4025.263796,0,0,0,0,0,0,0,0,0
2015,2.02E+11,153.94,0.012992075,2,2,0,5,0,0,0.032480187,1,6862231,609309,21,0,0,0,0,0,880.8767728,1582.657503,0,0,0,0,0,0,1,1,2
2004,2.00E+11,153.94,0,0,0,0,0,0,0,0,0,6762987,384857,21,1,0,0,0,0,918.8315131,108.123459,0,1,0,1,0,0,4,9,14
2005,2.01E+11,153.94,0.350786021,54,54,0,0,0,0,0,0,6434565,407282,22,0,0,0,0,0,936.9770303,1934.794164,0,0,0,0,0,0,0,0,0
2012,2.01E+11,153.94,0.123424711,19,19,0,0,0,0,0,0,6728470,405963,23,0,0,0,1,4,951.2599111,14219.3298,0,0,0,0,0,0,0,0,0
2012,2.01E+11,153.94,0.02598415,4,4,0,0,0,0,0,0,6779489,409351,22,1,0,0,1,2,953.7054385,1916.739556,0,1,0,1,7,7,0,1,9
2003,2.00E+11,153.94,0.032480187,5,2,0,0,0,0,0,0,6813578,474695,22,0,0,0,0,0,1004.444967,1221.856108,0,0,0,0,2,2,0,0,2
2010,2.01E+11,153.94,0.019488112,3,3,0,0,0,0,0,0,6830913,413011,22,0,0,0,0,0,1022.394028,4052.077042,0,0,0,0,0,0,5,2,7
2004,2.00E+11,153.94,0.012992075,2,2,0,0,0,0,0,0,6818350,408262,22,0,2,1,0,0,1048.380416,5723.163793,2,0,0,0,0,0,0,3,3
2016,2.02E+11,153.94,0.110432636,17,17,0,0,0,0,0,0,6739632,371157,23,1,0,0,1,27,1104.928651,4089.95769,0,6,0,6,2,2,0,1,9
2014,2.01E+11,153.94,0.097440561,15,15,0,0,0,0,0,0,6831984,426263,22,0,0,0,0,0,1112.607383,13328.94101,0,0,0,0,2,2,1,0,3
2006,2.01E+11,153.94,0.350786021,54,54,0,0,0,0,0,0,6707316,409529,22,0,3,1,1,3,1191.779332,1460.962828,3,0,2,2,4,6,0,0,6
2006,2.01E+11,153.94,0.350786021,54,54,0,0,0,0,0,0,6695142,599612,21,0,0,0,0,0,1232.454369,1997.577507,0,0,0,0,2,2,1,1,4
2012,2.01E+11,153.94,0.045472262,7,7,0,0,0,0,0,0,6773662,422900,22,0,1,1,1,2,1615.684554,99.867874,1,0,0,0,8,8,0,7,15
