Taxar,ID_analysis,Provyteareal,Both Pine cover,Pine_proportion,Birch cover,Aspen cover,Rowan cover,Salix cover ,Oak,RASE_proportion,RASE cover,RASE presence,NordKoordinat,OstKoordinat,Forest_class,HuggnKlass,ViktﾄlgSpillh,Moose pellet groups,Moose presence ,Wolf territory,Time since establishment,Small,Small roads,Big roads,Pellet counts,Inventetad 舁gspillningarea m2,Viktad舁gspillniningsAreal(ha)
2016,2.0163E+11,153.94,8,0.051968299,8,0,0,0,0,0,0,0,6690753,504469,3,31,0,0,0,1,7,0.0377,37.72877288,2476.095621,0,38.48,2926.151067
2015,2.0153E+11,153.94,0.1,0.000649604,0.1,0.1,1,0,0,0.007145641,1.1,1,6812774,590364,3,31,0,0,0,0,0,0.0377,37.73282323,1822.003273,0,38.48,3465.288242
2005,2.00542E+11,153.94,6,0.038976225,3,3,0,3,0,0.038976225,6,1,6536372,362082,4,42,0,0,0,0,0,0.0377,37.74509298,161.199278,0,38.48,2975.7952
2013,2.01331E+11,153.94,1,0.006496037,0.5,0,2,0.5,0,0.016240094,2.5,1,6653592,519893,4,42,0,0,0,1,5,0.0378,37.75092781,846.042673,0,38.48,2522.544023
2006,2.0063E+11,153.94,11,0.071456412,8,0,2,3,0,0.032480187,5,1,6724299,570763,3,31,0,0,0,0,0,0.0378,37.75482563,4690.959832,0,38.48,3160.8125
2005,2.00541E+11,153.94,0,0,0,0,0,0,0,0,0,0,6515233,432703,3,31,0,0,0,0,0,0.0378,37.76860761,1211.775115,0,38.48,2778.658268
2006,2.00641E+11,153.94,42,0.272833572,42,0,0,0,0,0,0,0,6486709,454636,2,22,1852672.253,2,1,0,0,0.0378,37.79452146,903.009044,2,38.48,3564.541414
2014,2.0145E+11,153.94,0,0,0,0,0,0,0,0,0,0,6408931,327743,1,11,0,0,0,0,0,0.0379,37.91422039,132.674964,0,38.48,1896.255746
2016,2.01631E+11,153.94,11,0.071456412,10,0,0.1,1,0,0.007145641,1.1,1,6648353,533226,3,31,0,0,0,1,6,0.0379,37.93480271,3365.442786,0,38.48,2926.151067
2006,2.0063E+11,153.94,54,0.350786021,54,0,27,0,0,0.17539301,27,1,6577324,446597,3,31,0,0,0,0,0,0.038,37.96529721,38.277318,0,38.48,3187.900207
2015,2.0153E+11,153.94,6.1,0.039625828,6,0,0,0.1,0,0.000649604,0.1,1,6704085,500208,4,42,0,0,0,1,4,0.038,37.97808697,3147.195487,0,38.48,2926.151067
2003,2.0033E+11,153.94,0,0,2,0,2,2,0,0.02598415,4,1,6730081,554192,4,42,0,0,0,0,0,0.0381,38.05624164,3600.286345,0,38.48,3137.723264
2005,2.0053E+11,153.94,2,0.012992075,2,0,2,0,0,0.012992075,2,1,6672396,455933,3,31,0,0,0,1,8,0.0381,38.11308523,494.149055,0,38.48,2868.775556
2007,2.00741E+11,153.94,0,0,0,0,0,0,0,0,0,0,6439796,343649,4,42,0,0,0,0,0,0.0381,38.13255117,240.99098,0,38.48,2726.299798
2012,2.0123E+11,153.94,14.5,0.094192543,14,0,0,0.5,0,0.003248019,0.5,1,6703368,437273,2,21,0,0,0,1,8,0.0382,38.19713457,1100.863227,0,38.48,2896.359936
2006,2.00631E+11,153.94,0,0,0,0,0,0,0,0,0,0,6778209,525115,4,42,0,0,0,1,3,0.0382,38.20399391,9023.478268,0,38.48,3032.430537
2013,2.01331E+11,153.94,6,0.038976225,6,0,0,0,0,0,0,0,6670156,377661,2,23,778929.627,1,1,1,8,0.0382,38.24039485,1502.874805,1,38.48,2997.321205
2005,2.00531E+11,153.94,2,0.012992075,2,0,0,0,0,0,0,0,6773508,468693,3,31,0,0,0,0,0,0.0382,38.24246226,731.30662,0,38.48,2868.775556
2010,2.0103E+11,153.94,3,0.019488112,3,0,3,0,0,0.019488112,3,1,6747679,384254,3,32,0,0,0,0,0,0.0383,38.30388321,8964.208994,0,38.48,4492.888596
2009,2.0093E+11,153.94,4,0.02598415,2,0,2,2,0,0.02598415,4,1,6676430,482577,2,23,0,0,0,1,12,0.0383,38.34302551,4428.776776,0,38.48,4518.3215
2005,2.00531E+11,153.94,4,0.02598415,2,0,2,2,0,0.02598415,4,1,6838433,544365,2,22,0,0,0,0,0,0.0384,38.40692317,4651.160896,0,38.48,3097.838947
2003,2.00342E+11,153.94,0,0,0,2,2,0,0,0.02598415,4,1,6622547,544963,4,41,0,0,0,0,0,0.0385,38.4919881,351.629401,0,38.48,2734.210909
2010,2.01042E+11,153.94,117,0.760036378,115,0,2,2,0,0.02598415,4,1,6625915,476748,2,23,0,0,0,1,1,0.0385,38.53953503,2643.707905,0,38.48,3356.121739
2013,2.0133E+11,153.94,9,0.058464337,7,3,0,2,0,0.032480187,5,1,6825551,546224,2,23,0,0,0,1,4,0.0385,38.54668859,1906.728012,0,38.48,3176.514222
2015,2.01542E+11,153.94,1,0.006496037,1,0,0.1,0,0,0.000649604,0.1,1,6364203,388912,4,42,939085.2722,1,1,0,0,0.0386,38.58121382,392.945596,1,38.48,3613.600127
2009,2.0093E+11,153.94,0,0,0,0,0,0,0,0,0,0,6681192,586491,1,11,0,0,0,0,0,0.0386,38.62328187,1631.204343,0,38.48,4518.3215
2011,2.0114E+11,153.94,39,0.253345459,39,0,0.5,0,0.5,0.006496037,1,1,6353667,378859,1,11,0,0,0,0,0,0.0386,38.63061107,1494.827578,0,38.48,2060.333435
2011,2.01151E+11,153.94,0.5,0.003248019,0.5,0.5,0,0,0,0.003248019,0.5,1,6450342,297903,3,31,0,0,0,0,0,0.0387,38.6571822,635.136945,0,38.48,3421.04367
2007,2.0073E+11,153.94,0,0,0,2,3,0,0,0.032480187,5,1,6703264,446072,4,42,0,0,0,0,0,0.0387,38.68459105,921.202143,0,38.48,3012.214333
2009,2.0093E+11,153.94,0,0,0,0,0,0,0,0,0,0,6771050,494914,3,31,0,0,0,1,5,0.0387,38.69970571,10793.19422,0,38.48,4518.3215
2007,2.00731E+11,153.94,3,0.019488112,3,0,5,0,0,0.032480187,5,1,6839652,562838,2,23,0,0,0,0,0,0.0387,38.74048538,231.213697,0,38.48,3773.008974
2013,2.01342E+11,153.94,0.5,0.003248019,0.5,0,0,0,0,0,0,0,6437508,363140,3,31,0,0,0,0,0,0.0387,38.74406316,409.250767,0,38.48,3613.600127
2004,2.00431E+11,153.94,10,0.064960374,8,0,2,2,0,0.02598415,4,1,6738955,584579,3,31,0,0,0,0,0,0.0387,38.74795235,930.70519,0,38.48,4916.819444
2009,2.0093E+11,153.94,8,0.051968299,8,0,2,0,0,0.012992075,2,1,6735843,600318,3,31,0,0,0,0,0,0.0388,38.77113443,3559.383424,0,38.48,1966.727778
2015,2.01531E+11,153.94,68,0.441730544,1,0,0,67,0,0.435234507,67,1,6605846,359149,1,11,0,0,0,1,6,0.0388,38.80025465,435.743144,0,38.48,2529.942305
2005,2.00541E+11,153.94,0,0,0,0,0,0,0,0,0,0,6386314,384268,1,11,0,0,0,0,0,0.0388,38.80141922,135.581726,0,38.48,3213.139048
2015,2.0153E+11,153.94,1,0.006496037,0,1,0,1,0,0.012992075,2,1,6783065,476733,2,21,0,0,0,0,0,0.0388,38.80811312,1998.174641,0,38.48,2926.151067
2012,2.01241E+11,153.94,3,0.019488112,3,0,3,0,0,0.019488112,3,1,6401723,385884,3,32,0,0,0,0,0,0.0388,38.84170459,442.32883,0,38.48,2367.57614
2004,2.00431E+11,153.94,3,0.019488112,3,2,2,0,0,0.02598415,4,1,6853549,553667,4,42,0,0,0,0,0,0.0389,38.90587753,682.089311,0,38.48,3773.008974
2012,2.01241E+11,153.94,0,0,0,0,0,0,0,0,0,0,6523466,336049,3,32,0,0,0,0,0,0.0389,38.90620384,1056.809953,0,38.48,2066.524444
2006,2.0063E+11,153.94,0,0,0,0,0,0,0,0,0,0,6722488,464820,4,42,0,0,0,0,0,0.039,38.95849934,7084.524407,0,38.48,3032.430537
2012,2.01231E+11,153.94,4,0.02598415,4,0.5,0,0,0,0.003248019,0.5,1,6893828,561377,2,21,0,0,0,0,0,0.039,39.0410355,4959.642448,0,38.48,3164.45914
2011,2.0113E+11,153.94,0,0,0,0,0,0,0,0,0,0,6702257,469752,4,42,0,0,0,0,0,0.039,39.04325462,1350.794472,0,38.48,3073.688095
2010,2.0103E+11,153.94,3,0.019488112,3,0,0,0,0,0,0,0,6743724,550717,3,33,0,0,0,0,0,0.0391,39.05481653,2577.747957,0,38.48,3105.375601
2006,2.00631E+11,153.94,19,0.123424711,19,0,2,0,0,0.012992075,2,1,6739775,530085,2,22,788053.6738,1,1,1,1,0.0391,39.06880976,108.156315,1,38.48,3032.430537
2013,2.01341E+11,153.94,38,0.246849422,38,0,5,0,0.5,0.035728206,5.5,1,6487765,467424,2,23,0,0,0,0,0,0.0391,39.10391668,2108.560796,0,38.48,3650.870152
2013,2.0135E+11,153.94,0,0,0,0,0.5,0,0.5,0.006496037,1,1,6391832,331787,3,33,0,0,0,0,0,0.0391,39.12981442,38.724809,0,38.48,2095.861614
2007,2.00742E+11,153.94,4,0.02598415,2,2,3,2,0,0.045472262,7,1,6599607,499259,4,41,0,0,0,1,3,0.0392,39.18762792,476.503654,0,38.48,2594.648739
2009,2.00941E+11,153.94,2,0.012992075,2,0,2,0,2,0.02598415,4,1,6381654,345340,4,42,0,0,0,0,0,0.0392,39.21141445,387.887633,0,38.48,2646.11451
2013,2.0133E+11,153.94,0.5,0.003248019,0.5,0,0.5,0,0,0.003248019,0.5,1,6808415,604693,2,21,0,0,0,0,0,0.0392,39.21756991,489.210599,0,38.48,3176.514222
2011,2.01151E+11,153.94,0.5,0.003248019,0,0,0.5,0.5,0.5,0.009744056,1.5,1,6527840,309561,3,33,0,0,0,1,13,0.0392,39.22010799,165.211491,0,38.48,3421.04367
2013,2.0134E+11,153.94,0,0,0,0,0.5,0,0,0.003248019,0.5,1,6608560,577715,4,41,0,0,0,0,0,0.0392,39.22271951,326.654573,0,38.48,3159.459577
2003,2.0033E+11,153.94,0,0,0,0,5,0,0,0.032480187,5,1,6699400,579569,4,42,0,0,0,0,0,0.0394,39.38239791,109.500306,0,38.48,2681.901515
2014,2.0144E+11,117.82,0.1,0.000848752,0,0.1,0,0.1,0,1.44E-05,0.001697505,1,6609413,539589,4,42,0,0,0,1,11,0.0394,39.38888358,2006.984397,0,37.31,3982.413406
2014,2.01431E+11,153.94,1,0.006496037,1,0,0.1,0,0,0.000649604,0.1,1,6686865,419278,3,31,631770.2838,1,1,1,13,0.0394,39.40102511,2727.82226,1,38.48,2431.052052
2012,2.0123E+11,153.94,1,0.006496037,0.5,0,0,0.5,0,0.003248019,0.5,1,6752725,468151,2,23,2258076.873,3,1,1,4,0.0394,39.44899036,426.785727,3,38.48,2896.359936
2015,2.0155E+11,153.94,0,0,0,0,0,0,0,0,0,0,6531025,292144,4,42,0,0,0,0,0,0.0395,39.48532477,1101.781823,0,38.48,2024.815458
2010,2.01051E+11,153.94,0,0,0,0,0,0,0,0,0,0,6466442,315395,4,42,0,0,0,0,0,0.0395,39.48945834,234.315525,0,38.48,3160.11661
2005,2.00541E+11,153.94,45,0.292321684,42,0,2,3,0,0.032480187,5,1,6479302,437133,3,31,0,0,0,0,0,0.0396,39.57716653,202.635057,0,38.48,2778.658268
2016,2.0163E+11,153.94,1,0.006496037,1,0.1,0.1,0,0,0.001299207,0.2,1,6738695,584421,3,32,0,0,0,1,4,0.0397,39.6981469,756.579018,0,38.48,2645.356923
2012,2.0123E+11,153.94,0.5,0.003248019,0.5,0,0,0,0,0,0,0,6695967,568816,1,11,752692.291,1,1,0,0,0.0398,39.83042106,2319.465641,1,38.48,2896.359936
2004,2.00431E+11,153.94,5,0.032480187,3,0,2,2,0,0.02598415,4,1,6790386,579942,2,23,2941535.063,3,1,0,0,0.0398,39.84314258,1939.669556,3,38.48,3773.008974
2003,2.00331E+11,153.94,0,0,0,0,0,0,0,0,0,0,6864704,567526,3,31,0,0,0,0,0,0.0399,39.90202864,3312.607954,0,38.48,3633.267901
2003,2.00331E+11,153.94,0,0,0,0,2,0,0,0.012992075,2,1,6878824,577357,3,31,0,0,0,0,0,0.0399,39.9023047,418.270454,0,38.48,3633.267901
2005,2.0053E+11,153.94,0,0,0,0,0,0,0,0,0,0,6636967,336916,4,42,0,0,0,1,6,0.0399,39.91812526,3313.179969,0,38.48,3060.892231
2009,2.0093E+11,153.94,0,0,0,0,0,0,0,0,0,0,6682202,587478,3,31,0,0,0,0,0,0.04,39.96808303,2473.212906,0,38.48,4518.3215
2013,2.01342E+11,153.94,1,0.006496037,0.5,0,0.5,0.5,0,0.006496037,1,1,6373967,347395,3,33,0,0,0,0,0,0.04,39.98030419,238.690363,0,38.48,3613.600127
2011,2.01131E+11,153.94,0,0,0,0,0,0,0,0,0,0,6779713,428340,4,42,0,0,0,0,0,0.04,40.03357245,7564.195001,0,38.48,3073.688095
2016,2.01641E+11,153.94,0.1,0.000649604,0.1,0,0,0,0,0,0,0,6536878,517465,3,33,0,0,0,0,0,0.04,40.04240985,2625.090441,0,38.48,3977.874953
2010,2.0103E+11,153.94,8,0.051968299,5,2,2,3,0,0.045472262,7,1,6723966,406517,3,32,1614020.583,2,1,1,2,0.0401,40.08311125,12981.14478,2,38.48,3105.375601
2010,2.01042E+11,153.94,7,0.045472262,5,0,2,2,0,0.02598415,4,1,6616788,481659,3,32,0,0,0,1,4,0.0401,40.10925533,1384.742463,0,38.48,3356.121739
2011,2.0113E+11,117.12,0,0,0,0,0.5,0,0,3.65E-05,0.004269126,1,6549719,461618,3,32,0,0,0,1,12,0.0401,40.11549821,346.420429,0,37.11,3235.5057
2009,2.00931E+11,153.94,2,0.012992075,2,8,3,0,0,0.071456412,11,1,6884013,616474,4,42,0,0,0,0,0,0.0401,40.13446618,1842.535676,0,38.48,3588.959756
2006,2.00631E+11,153.94,4,0.02598415,2,0,0,2,0,0.012992075,2,1,6799113,558344,4,42,0,0,0,1,2,0.0402,40.219161,728.800514,0,38.48,3164.45914
2004,2.0043E+11,153.94,0,0,0,0,0,0,0,0,0,0,6587607,346520,3,32,756280.2696,1,1,1,3,0.0403,40.26984638,3923.889537,1,38.48,2910.166477
2004,2.00441E+11,153.94,2,0.012992075,0,0,2,2,0,0.02598415,4,1,6380040,394333,4,42,0,0,0,0,0,0.0403,40.31956388,1745.601859,0,38.48,2522.464299
2007,2.00751E+11,153.94,0,0,0,0,0,0,0,0,0,0,6489248,287193,1,11,0,0,0,0,0,0.0403,40.34927406,34.28088,0,38.48,2959.474286
2007,2.00742E+11,153.94,21,0.136416786,19,0,2,2,0,0.02598415,4,1,6537732,508004,2,21,0,0,0,0,0,0.0404,40.3989912,4178.808891,0,38.48,2594.648739
2016,2.0163E+11,153.94,1,0.006496037,1,0,0.1,0,0,0.000649604,0.1,1,6864540,622638,4,42,0,0,0,0,0,0.0404,40.43525772,96.830091,0,38.48,2844.639602
2010,2.0103E+11,153.94,0,0,0,0,0,0,0,0,0,0,6662727,425777,4,42,0,0,0,0,0,0.0404,40.44918066,2219.63458,0,38.48,4492.888596
2009,2.00942E+11,153.94,0,0,0,0,0,0,0,0,0,0,6624854,553132,3,33,0,0,0,0,0,0.0405,40.45904493,3788.655114,0,38.48,3759.54
2003,2.00342E+11,153.94,0,0,2,0,2,0,0,0.012992075,2,1,6638727,593151,3,33,0,0,0,0,0,0.0405,40.47340976,875.266513,0,38.48,2734.210909
2016,2.0163E+11,153.94,32,0.207873197,32,0.1,0,0,0,0.000649604,0.1,1,6885858,552175,2,22,0,0,0,0,0,0.0405,40.51273945,6301.811497,0,38.48,2844.639602
2015,2.01542E+11,153.94,6,0.038976225,1,0,0,5,0,0.032480187,5,1,6400303,393709,4,42,0,0,0,0,0,0.0405,40.51391892,140.988517,0,38.48,3613.600127
2013,2.01342E+11,153.94,6,0.038976225,6,0,3,0,0,0.019488112,3,1,6428937,421728,2,23,0,0,0,0,0,0.0405,40.52387607,332.817549,0,38.48,3650.870152
2014,2.0144E+11,153.94,3,0.019488112,2,1,29,1,0,0.20137716,31,1,6603535,501462,3,31,0,0,0,1,4,0.0406,40.56559904,81.857285,0,38.48,4133.870049
2008,2.00831E+11,153.94,3,0.019488112,3,0,2,0,0,0.012992075,2,1,6821987,612745,4,42,0,0,0,0,0,0.0407,40.73420017,3172.213648,0,38.48,2559.084348
2008,2.00841E+11,153.94,0,0,0,0,0,0,0,0,0,0,6528400,314798,4,41,0,0,0,1,11,0.0408,40.83625488,570.678949,0,38.48,3099.786667
2015,2.0153E+11,153.94,10,0.064960374,2,0,1,8,0,0.058464337,9,1,6793884,398260,3,31,0,0,0,1,5,0.0408,40.83656715,3708.273245,0,38.48,2926.151067
2012,2.01231E+11,153.94,0.5,0.003248019,0.5,0.5,0.5,0,0,0.006496037,1,1,6807865,603921,4,42,0,0,0,0,0,0.0409,40.89608318,178.897819,0,38.48,3164.45914
2004,2.00431E+11,153.94,5,0.032480187,3,0,0,2,0,0.012992075,2,1,6735282,570627,4,42,0,0,0,0,0,0.0409,40.9114648,4520.647448,0,38.48,2763.499388
2005,2.0053E+11,153.94,4,0.02598415,2,0,3,2,0,0.032480187,5,1,6715385,619360,3,33,0,0,0,0,0,0.041,40.97912041,2787.626803,0,38.48,4916.819444
2011,2.01131E+11,153.94,2,0.012992075,2,0,0.5,0,0,0.003248019,0.5,1,6848072,580922,3,32,0,0,0,0,0,0.041,40.99802394,1966.967363,0,38.48,2724.950926
2005,2.00531E+11,153.94,2,0.012992075,0,0,3,2,0,0.032480187,5,1,6823726,568041,3,33,0,0,0,0,0,0.041,40.99842078,3850.987402,0,38.48,3097.838947
2009,2.00951E+11,153.94,3,0.019488112,3,0,0,0,0,0,0,0,6434497,326577,3,33,0,0,0,0,0,0.041,41.0033746,3737.91677,0,38.48,3389.943273
2015,2.01542E+11,153.94,1,0.006496037,1,0,0,0,0,0,0,0,6409713,361174,4,42,0,0,0,0,0,0.041,41.00927526,804.047272,0,38.48,3613.600127
2006,2.0063E+11,153.94,15,0.097440561,12,0,0,3,0,0.019488112,3,1,6593270,401424,3,31,0,0,0,0,0,0.041,41.01154599,1164.54218,0,38.48,3187.900207
2015,2.0153E+11,153.94,0.1,0.000649604,0.1,0,0.1,0,0,0.000649604,0.1,1,6703585,500208,3,32,760434.2689,1,1,1,4,0.041,41.01660148,3543.970474,1,38.48,2926.151067
2015,2.0153E+11,153.94,1,0.006496037,1,0,0,0,0,0,0,0,6799739,561992,4,41,0,0,0,1,1,0.0411,41.07246443,661.697706,0,38.48,3465.288242
2005,2.0053E+11,153.94,8,0.051968299,8,0,0,0,0,0,0,0,6673050,386459,2,23,0,0,0,0,0,0.0411,41.08087896,2167.319564,0,38.48,3060.892231
2015,2.0153E+11,153.94,4,0.02598415,4,0,0,0,0,0,0,0,6713203,407910,2,23,657469.414,1,1,1,9,0.0411,41.1056592,7096.686148,1,38.48,2529.942305
2008,2.0083E+11,153.94,0,0,0,0,0,0,0,0,0,0,6762281,595489,4,42,0,0,0,1,2,0.0412,41.15425252,3703.160058,0,38.48,3687.614583
2010,2.01051E+11,153.94,2,0.012992075,2,0,0,0,0,0,0,0,6509215,305888,3,33,821236.1253,1,1,1,5,0.0412,41.15475205,3455.367857,1,38.48,3160.11661
2014,2.01441E+11,153.94,0,0,0,0,0,0,0,0,0,0,6440696,351282,3,31,0,0,0,0,0,0.0413,41.25180594,69.43454,0,38.48,2792.327371
2006,2.0063E+11,153.94,0,0,0,0,0,0,0,0,0,0,6723499,465807,1,11,0,0,0,0,0,0.0413,41.26084127,8214.191712,0,38.48,3032.430537
2008,2.0083E+11,153.94,0,0,0,0,3,0,0,0.019488112,3,1,6633771,345156,3,32,0,0,0,0,0,0.0413,41.27036037,741.985882,0,38.48,2921.231749
2015,2.0153E+11,153.94,0,0,0,0,0,0,0,0,0,0,6872029,555993,3,33,0,0,0,0,0,0.0413,41.29783382,6647.33643,0,38.48,3465.288242
2007,2.00751E+11,153.94,0,0,0,0,0,0,0,0,0,0,6484974,306723,1,11,0,0,0,0,0,0.0413,41.32542631,17.905476,0,38.48,2959.474286
2013,2.0133E+11,153.94,6,0.038976225,6,0,0.5,0,0,0.003248019,0.5,1,6782257,611524,2,22,0,0,0,0,0,0.0413,41.32760919,1899.60113,0,38.48,3176.514222
2013,2.01331E+11,153.94,0,0,0,0,0.5,0,0,0.003248019,0.5,1,6660694,524280,4,42,0,0,0,0,0,0.0414,41.35370698,3938.604681,0,38.48,2522.544023
2011,2.0113E+11,153.94,11.5,0.07470443,11,0,0.5,0.5,0,0.006496037,1,1,6725898,563434,2,23,0,0,0,1,5,0.0414,41.39873896,3011.35837,0,38.48,3073.688095
2010,2.01041E+11,153.94,5,0.032480187,5,0,2,0,0,0.012992075,2,1,6370544,385853,2,23,1169021.483,1,1,0,0,0.0414,41.40720659,157.425566,1,38.48,4498.394667
2011,2.01131E+11,153.94,0.5,0.003248019,0.5,0,0.5,0,0,0.003248019,0.5,1,6793149,424174,2,21,0,0,0,0,0,0.0415,41.51589528,3388.997057,0,38.48,3073.688095
2007,2.00741E+11,153.94,5,0.032480187,3,0,0,2,0,0.012992075,2,1,6422772,423819,4,42,0,0,0,0,0,0.0415,41.51831736,1582.951065,0,38.48,2916.442975
2011,2.01141E+11,153.94,7.5,0.048720281,7,0.5,0.5,0.5,0.5,0.012992075,2,1,6496033,415947,2,22,0,0,0,0,0,0.0416,41.56510431,3116.625507,0,38.48,2247.704459
2006,2.00641E+11,153.94,54,0.350786021,54,0,2,0,2,0.02598415,4,1,6441730,371214,2,23,0,0,0,0,0,0.0416,41.57131254,484.836115,0,38.48,2523.175163
2011,2.01142E+11,153.94,5,0.032480187,5,0.5,0,0,0,0.003248019,0.5,1,6614516,558452,2,23,1954022.869,3,1,1,1,0.0416,41.57144755,2289.369566,3,38.48,2506.36
2015,2.01531E+11,153.94,0,0,0,0.1,0.1,0,0,0.001299207,0.2,1,6594562,320162,3,31,0,0,0,0,0,0.0416,41.59054333,659.082231,0,38.48,2529.942305
2008,2.00841E+11,153.94,0,0,0,0,0,0,0,0,0,0,6535064,501438,4,41,0,0,0,0,0,0.0416,41.60329083,471.574145,0,38.48,3590.269767
2004,2.00441E+11,153.94,3,0.019488112,3,0,2,0,2,0.02598415,4,1,6488859,400635,3,31,0,0,0,0,0,0.0416,41.63674043,1025.839907,0,38.48,3095.522807
2005,2.0053E+11,153.94,10,0.064960374,8,0,5,2,0,0.045472262,7,1,6591355,325985,4,42,0,0,0,0,0,0.0417,41.65148955,161.478801,0,38.48,3060.892231
2014,2.0143E+11,153.94,3,0.019488112,3,0,0,0,0,0,0,0,6705937,566853,4,42,0,0,0,0,0,0.0417,41.65287332,4205.576119,0,38.48,2620.433791
2006,2.00641E+11,153.94,0,0,0,0,0,0,0,0,0,0,6474058,333247,3,34,0,0,0,0,0,0.0417,41.65423065,1317.447528,0,38.48,2523.175163
2013,2.01341E+11,153.94,0.5,0.003248019,0.5,0,5,0,0,0.032480187,5,1,6507229,463017,4,41,0,0,0,0,0,0.0417,41.66097878,1375.835593,0,38.48,3650.870152
2011,2.01141E+11,153.94,1,0.006496037,0.5,0,0,0.5,0,0.003248019,0.5,1,6443191,442565,4,42,0,0,0,0,0,0.0417,41.72482787,810.325912,0,38.48,2247.704459
2012,2.01241E+11,153.94,0.5,0.003248019,0,0,0.5,0.5,0,0.006496037,1,1,6490291,336461,4,42,0,0,0,1,7,0.0417,41.74450441,395.521475,0,38.48,2066.524444
2010,2.0103E+11,153.94,2,0.012992075,2,0,0,0,0,0,0,0,6801087,418070,2,21,0,0,0,1,2,0.0417,41.74661271,812.220571,0,38.48,3105.375601
2015,2.0153E+11,153.94,0.1,0.000649604,0.1,0,2,0,0,0.012992075,2,1,6702587,501709,3,33,0,0,0,1,4,0.0418,41.76375408,5117.710446,0,38.48,2926.151067
2006,2.00631E+11,153.94,5,0.032480187,3,0,2,2,0,0.02598415,4,1,6739289,530590,4,42,788053.6738,1,1,1,1,0.0418,41.81781444,641.064798,1,38.48,3032.430537
2006,2.00631E+11,153.94,19,0.123424711,19,0,2,0,0,0.012992075,2,1,6823117,438090,2,23,0,0,0,0,0,0.0418,41.82725651,18347.21298,0,38.48,3032.430537
2014,2.0143E+11,153.94,3,0.019488112,3,0,0,0,0,0,0,0,6706437,568353,3,31,0,0,0,0,0,0.0418,41.84696057,3901.430818,0,38.48,2620.433791
2011,2.0113E+11,153.94,4.5,0.029232168,4,0,0,0.5,0,0.003248019,0.5,1,6720964,446048,2,22,0,0,0,0,0,0.0419,41.89181641,7455.457585,0,38.48,3073.688095
2014,2.0143E+11,153.94,0,0,0,0,0,0,0,0,0,0,6705908,514537,4,42,0,0,0,1,4,0.0419,41.92090718,4003.928405,0,38.48,2620.433791
2003,2.0033E+11,153.94,0,0,0,0,0,0,0,0,0,0,6593866,450891,1,11,0,0,0,0,0,0.0421,42.11736662,2552.828958,0,38.48,2783.6375
2013,2.0133E+11,153.94,2,0.012992075,0,0,0.5,2,0,0.016240094,2.5,1,6739169,423974,3,33,0,0,0,0,0,0.0421,42.14072617,5151.181183,0,38.48,2522.544023
2009,2.0093E+11,153.94,76,0.493698844,76,0,0,0,0,0,0,0,6682185,585972,2,21,0,0,0,0,0,0.0421,42.1439144,1045.610193,0,38.48,4518.3215
2003,2.00331E+11,153.94,0,0,0,0,0,0,0,0,0,0,6844602,518289,4,41,0,0,0,0,0,0.0422,42.15488688,336.602,0,38.48,3633.267901
2015,2.01542E+11,153.94,0,0,0,0,0,0,0,0,0,0,6429298,393133,4,41,0,0,0,0,0,0.0423,42.25115986,1137.46069,0,38.48,3613.600127
2003,2.00331E+11,153.94,0,0,0,0,0,0,0,0,0,0,6769249,609202,4,41,0,0,0,0,0,0.0423,42.27541998,2902.920214,0,38.48,2681.901515
2011,2.01131E+11,153.94,0.5,0.003248019,0.5,0,0.5,0,0,0.003248019,0.5,1,6847572,579930,3,33,0,0,0,0,0,0.0423,42.28276801,1857.705203,0,38.48,2724.950926
2015,2.01541E+11,153.94,10,0.064960374,0,0,1,10,0,0.071456412,11,1,6515147,342768,3,31,0,0,0,1,11,0.0423,42.28459184,129.070946,0,38.48,3078.651758
2013,2.0133E+11,153.94,0.5,0.003248019,0.5,0,0.5,0,0,0.003248019,0.5,1,6731300,597750,3,33,0,0,0,0,0,0.0423,42.29340211,1107.469712,0,38.48,1910.535556
2008,2.0083E+11,153.94,0,0,0,0,0,0,0,0,0,0,6685218,465972,3,31,0,0,0,1,4,0.0423,42.29743109,1814.859439,0,38.48,4429.726961
2011,2.0113E+11,153.94,1,0.006496037,0.5,0,0.5,0.5,0,0.006496037,1,1,6677926,563543,3,32,798775.4925,1,1,0,0,0.0423,42.30035912,293.51114,1,38.48,3073.688095
2008,2.00851E+11,153.94,12,0.077952449,12,3,8,0,8,0.123424711,19,1,6391267,321992,4,42,0,0,0,0,0,0.0423,42.30942663,12.407844,0,38.48,2360.087089
2016,2.01641E+11,153.94,0,0,0,5,1,0,0.1,0.039625828,6.1,1,6547210,518768,3,31,0,0,0,0,0,0.0423,42.32991632,117.346441,0,38.48,3977.874953
2008,2.0084E+11,153.94,0,0,0,0,0,0,0,0,0,0,6358953,385988,3,31,0,0,0,0,0,0.0424,42.3601883,498.094173,0,38.48,2367.57614
2009,2.00941E+11,153.94,0,0,0,0,3,0,0,0.019488112,3,1,6515112,439301,4,42,0,0,0,0,0,0.0424,42.40206128,203.990396,0,38.48,2940.746667
2015,2.0153E+11,153.94,0,0,0,0,1,0,0,0.006496037,1,1,6754099,599614,3,32,0,0,0,0,0,0.0424,42.4044336,3085.719338,0,38.48,2818.822951
2011,2.0113E+11,153.94,0,0,0,0,0,0,0,0,0,0,6757165,505576,3,32,0,0,0,0,0,0.0424,42.40485161,2037.954217,0,38.48,3073.688095
