Taxar,ID_analysis,Provyteareal,Both Pine cover,Pine_proportion,Birch cover,Aspen cover,Rowan cover,Salix cover ,Oak,RASE_proportion,RASE cover,RASE presence,NordKoordinat,OstKoordinat,Forest_class,HuggnKlass,ViktﾄlgSpillh,Moose pellet groups,Moose presence ,Wolf territory,Time since establishment,Small,Small roads,Big roads,Pellet counts,Inventetad 舁gspillningarea m2,Viktad舁gspillniningsAreal(ha)
2009,2.00941E+11,153.94,0,0,0,0,0,0,0,0,0,0,6410721,368987,3,31,0,0,0,0,0,0.1412,141.1703941,1707.745434,0,38.48,2646.11451
2003,2.00342E+11,153.94,0,0,0,0,0,0,0,0,0,0,6556844,468186,3,32,0,0,0,1,4,0.1412,141.1928847,1277.578017,0,38.48,2940.601905
2016,2.0163E+11,153.94,3,0.019488112,3,0,6,0,0,0.038976225,6,1,6690764,477317,3,33,0,0,0,1,15,0.1412,141.2417559,3069.466532,0,38.48,2926.151067
2009,2.00942E+11,153.94,0,0,0,0,0,0,0,0,0,0,6592277,471961,3,33,0,0,0,1,7,0.1413,141.279265,393.558483,0,38.48,2205.451429
2011,2.01141E+11,153.94,0.5,0.003248019,0.5,0,0,0,0,0,0,0,6462314,404354,2,21,0,0,0,0,0,0.1413,141.3285242,2098.166209,0,38.48,2247.704459
2014,2.01431E+11,153.94,6.1,0.039625828,6,0.1,0,0.1,0,0.001299207,0.2,1,6673923,389990,1,11,0,0,0,1,4,0.1413,141.3345612,69.188174,0,38.48,2431.052052
2011,2.01142E+11,153.94,13.5,0.087696505,13,0,0.5,0.5,0,0.006496037,1,1,6629255,553078,2,23,1302681.913,2,1,1,2,0.1413,141.3452762,499.663791,2,38.48,2506.36
2012,2.0123E+11,153.94,44,0.285825646,44,0,0.5,0,0,0.003248019,0.5,1,6753168,504132,3,32,0,0,0,1,1,0.1414,141.3632426,400.2384,0,38.48,2896.359936
2006,2.0063E+11,153.94,0,0,0,0,0,0,0,0,0,0,6593264,400924,3,31,0,0,0,0,0,0.1414,141.3665757,664.605489,0,38.48,3187.900207
2016,2.01621E+11,153.94,0,0,0,0,0,0,0,0,0,0,6855912,378452,3,32,0,0,0,0,0,0.1414,141.3690885,3848.894262,0,38.48,2933.633375
2015,2.0153E+11,153.94,23,0.149408861,23,0,0.1,0,0,0.000649604,0.1,1,6728340,530605,2,23,760434.2689,1,1,1,9,0.1414,141.376573,2045.732697,1,38.48,2926.151067
2011,2.01142E+11,153.94,21.5,0.139664804,21,0,0.5,0.5,0,0.006496037,1,1,6628850,553478,2,23,0,0,0,1,2,0.1414,141.4044637,216.49303,0,38.48,2506.36
2009,2.0093E+11,153.94,2,0.012992075,2,5,2,0,0,0.045472262,7,1,6580795,345301,4,42,0,0,0,1,1,0.1414,141.4424387,1079.726808,0,38.48,3623.980896
2006,2.00631E+11,153.94,0,0,0,0,0,0,0,0,0,0,6820054,554087,3,33,0,0,0,0,0,0.1415,141.4640737,2554.680619,0,38.48,3164.45914
2011,2.0113E+11,153.94,0.5,0.003248019,0.5,0,0.5,0,0,0.003248019,0.5,1,6711075,416166,3,31,0,0,0,1,7,0.1415,141.5318893,1458.712008,0,38.48,3073.688095
2016,2.01641E+11,153.94,16,0.103936599,9,0.1,0,7,0,0.046121866,7.1,1,6580606,484254,3,31,0,0,0,1,10,0.1416,141.5534089,5633.162565,0,38.48,3977.874953
2004,2.00431E+11,153.94,4,0.02598415,2,0,0,2,0,0.012992075,2,1,6758350,495371,3,31,0,0,0,0,0,0.1416,141.5760946,1398.622755,0,38.48,2763.499388
2013,2.01342E+11,153.94,6,0.038976225,2,0,0.5,4,0,0.029232168,4.5,1,6361655,360317,3,32,0,0,0,0,0,0.1416,141.6388045,271.624075,0,38.48,3613.600127
2006,2.0063E+11,153.94,0,0,0,0,0,0,0,0,0,0,6633738,441414,4,42,0,0,0,1,7,0.1417,141.6939558,2342.527749,0,38.48,3187.900207
2016,2.01642E+11,153.94,5,0.032480187,5,0,0,0,0,0,0,0,6382866,385532,4,42,0,0,0,0,0,0.1417,141.7187373,1037.845045,0,38.48,3761.09401
2012,2.01242E+11,153.94,0.5,0.003248019,0.5,0,0.5,0,0,0.003248019,0.5,1,6563297,489094,4,42,0,0,0,1,1,0.1417,141.7216232,727.815943,0,38.48,3027.090196
2003,2.00341E+11,153.94,0,0,0,0,0,0,0,0,0,0,6415154,421903,4,42,0,0,0,0,0,0.1418,141.7676661,2152.069748,0,38.48,2902.190108
2006,2.00642E+11,153.94,0,0,0,0,0,0,0,0,0,0,6583714,507846,1,11,710087.7596,1,1,0,0,0.1418,141.7847185,1155.212967,1,38.48,2732.417699
2015,2.01521E+11,153.94,0,0,0,0,0,0,0,0,0,0,6824703,412253,4,42,0,0,0,0,0,0.1418,141.7921377,619.290214,0,38.48,2200.225031
2015,2.0153E+11,153.94,0,0,0,0,1,0,0,0.006496037,1,1,6769764,481893,3,33,0,0,0,1,3,0.1418,141.7990823,989.895599,0,38.48,2926.151067
2014,2.0143E+11,153.94,9,0.058464337,9,0,0.1,0,0,0.000649604,0.1,1,6706437,567353,2,23,0,0,0,0,0,0.142,142.0032437,4418.635647,0,38.48,2620.433791
2008,2.0083E+11,153.94,115,0.747044303,115,0,12,0,0,0.077952449,12,1,6626141,375743,2,23,0,0,0,0,0,0.142,142.023335,570.741637,0,38.48,2921.231749
2012,2.01241E+11,153.94,3,0.019488112,3,0,0,0,0,0,0,0,6523863,336452,4,41,0,0,0,0,0,0.1421,142.0970106,1544.381967,0,38.48,2066.524444
2009,2.00951E+11,153.94,12,0.077952449,12,0,2,0,0,0.012992075,2,1,6474032,322797,2,21,0,0,0,1,1,0.1421,142.1469813,144.955305,0,38.48,3389.943273
2005,2.00542E+11,153.94,2,0.012992075,2,0,2,0,2,0.02598415,4,1,6545515,357975,3,31,0,0,0,0,0,0.1422,142.1867179,2243.208289,0,38.48,2975.7952
2015,2.01531E+11,153.94,8.1,0.052617903,8,0,0,0.1,0,0.000649604,0.1,1,6614871,434459,2,23,0,0,0,1,10,0.1423,142.2799403,2090.425912,0,38.48,2529.942305
2006,2.00642E+11,153.94,0,0,0,0,0,0,0,0,0,0,6539559,328061,3,31,805557.8656,1,1,1,7,0.1424,142.3741768,89.681685,1,38.48,3099.786667
2014,2.01431E+11,153.94,0,0,0,0,0,0,0,0,0,0,6677419,500257,4,41,0,0,0,1,5,0.1424,142.385945,235.956728,0,38.48,2620.433791
2008,2.00842E+11,153.94,0,0,0,0,0,0,0,0,0,0,6621007,467208,4,42,0,0,0,1,2,0.1424,142.3987824,2885.770096,0,38.48,3590.269767
2010,2.0103E+11,153.94,8,0.051968299,8,0,2,0,0,0.012992075,2,1,6672479,569595,2,23,3228041.166,4,1,0,0,0.1424,142.4069613,156.334575,4,38.48,3105.375601
2005,2.00531E+11,153.94,7,0.045472262,5,8,3,2,0,0.084448486,13,1,6794630,518916,3,31,0,0,0,1,5,0.1424,142.4216058,5986.229037,0,38.48,2868.775556
2012,2.01231E+11,153.94,0.5,0.003248019,0.5,0.5,0.5,0,0,0.006496037,1,1,6798256,593540,3,33,0,0,0,0,0,0.1424,142.4269772,764.342138,0,38.48,3164.45914
2012,2.0123E+11,153.94,14,0.090944524,14,0,0.5,0,0,0.003248019,0.5,1,6613579,453362,3,31,0,0,0,1,4,0.1424,142.4451708,590.222428,0,38.48,3241.70443
2005,2.0053E+11,153.94,0,0,0,0,0,0,0,0,0,0,6702882,496052,4,42,0,0,0,0,0,0.1426,142.5717417,2903.063448,0,38.48,2868.775556
2010,2.0103E+11,153.94,4,0.02598415,2,0,2,2,0,0.02598415,4,1,6853391,567381,4,41,0,0,0,0,0,0.1426,142.6073807,226.178366,0,38.48,4234.456115
2006,2.00631E+11,153.94,87,0.565155255,85,0,0,2,0,0.012992075,2,1,6768084,514740,2,23,0,0,0,1,3,0.1426,142.6259969,4011.867199,0,38.48,3032.430537
2015,2.0153E+11,153.94,6,0.038976225,2,0,0.1,4,0,0.026633753,4.1,1,6798239,560992,4,41,0,0,0,1,1,0.1428,142.7651076,2381.616315,0,38.48,3465.288242
2004,2.00431E+11,118.6,2,0.016863406,2,0,0,0,0,0,0,0,6747861,374048,1,11,0,0,0,1,17,0.1428,142.8189351,357.429157,0,37.54,2839.076132
2004,2.00441E+11,153.94,2,0.012992075,2,0,2,0,2,0.02598415,4,1,6469362,342900,3,32,0,0,0,0,0,0.1429,142.8500945,897.319326,0,38.48,2522.464299
2011,2.0113E+11,153.94,0.5,0.003248019,0.5,0,0,0,0,0,0,0,6588447,357687,3,31,0,0,0,1,3,0.1429,142.8843972,704.504768,0,38.48,3354.951747
2014,2.0143E+11,153.94,3.1,0.020137716,3,0,1,0.1,0,0.007145641,1.1,1,6844871,550948,3,31,0,0,0,0,0,0.1429,142.9187748,2422.871873,0,38.48,2977.982083
2005,2.0053E+11,153.94,0,0,0,0,0,0,0,0,0,0,6707141,436020,4,42,1491047.586,2,1,0,0,0.143,143.0347368,281.945119,2,38.48,2868.775556
2003,2.00331E+11,153.94,0,0,5,0,0,0,0,0,0,0,6883413,543807,4,41,0,0,0,0,0,0.143,143.0362996,807.885876,0,38.48,3633.267901
2003,2.00351E+11,153.94,0,0,2,54,0,0,5,0.383266208,59,1,6478436,285523,4,41,0,0,0,0,0,0.1431,143.1256191,205.170276,0,38.48,3160.11661
2016,2.0163E+11,153.94,0,0,0,0,0,0,0,0,0,0,6770738,467567,4,42,0,0,0,0,0,0.1432,143.2003508,646.811541,0,38.48,2926.151067
2012,2.0123E+11,153.94,0,0,0,0,0,0,0,0,0,0,6694472,568820,3,31,0,0,0,0,0,0.1432,143.2470018,827.9469,0,38.48,2896.359936
2007,2.0073E+11,153.94,0,0,0,0,0,0,0,0,0,0,6586531,382016,3,32,0,0,0,0,0,0.1433,143.275678,3542.759876,0,38.48,2667.652604
2011,2.01141E+11,153.94,0,0,0,0,0,0,0,0,0,0,6418312,402475,1,11,0,0,0,0,0,0.1433,143.2840552,90.928842,0,38.48,2060.333435
2014,2.0143E+11,153.94,4.1,0.026633753,4,0,0.1,0.1,0,0.001299207,0.2,1,6831998,585711,3,31,0,0,0,0,0,0.1433,143.2875754,1312.386067,0,38.48,2977.982083
2007,2.00741E+11,153.94,42,0.272833572,42,0,2,0,0,0.012992075,2,1,6422445,363448,2,22,0,0,0,0,0,0.1433,143.2933461,131.010827,0,38.48,2726.299798
2007,2.00741E+11,153.94,0,0,0,0,0,0,0,0,0,0,6374555,403994,4,41,0,0,0,0,0,0.1433,143.3386328,134.030857,0,38.48,2726.299798
2008,2.0083E+11,153.94,3,0.019488112,3,0,0,0,0,0,0,0,6653800,430373,2,22,0,0,0,0,0,0.1434,143.3654428,3019.225636,0,38.48,2921.231749
2010,2.0103E+11,153.94,0,0,0,0,0,0,0,0,0,0,6625747,424713,4,42,0,0,0,0,0,0.1434,143.4341015,1937.327967,0,38.48,4492.888596
2004,2.0043E+11,153.94,0,0,0,0,0,0,0,0,0,0,6669379,495457,4,42,0,0,0,0,0,0.1435,143.4643164,2793.521156,0,38.48,2763.499388
2005,2.00531E+11,153.94,3,0.019488112,3,0,0,0,0,0,0,0,6752111,434976,2,23,1491047.586,2,1,0,0,0.1435,143.4911718,2379.325806,2,38.48,2868.775556
2012,2.0123E+11,153.94,0,0,0,0,0,0,0,0,0,0,6667228,424718,1,11,842438.7813,1,1,1,6,0.1436,143.5863464,3087.271396,1,38.48,3241.70443
2013,2.0133E+11,153.94,0,0,0,0,0.5,0,0,0.003248019,0.5,1,6755496,519140,4,42,0,0,0,1,5,0.1436,143.6232148,4425.730098,0,38.48,2522.544023
2003,2.00341E+11,153.94,0,0,0,0,0,0,0,0,0,0,6492726,422978,3,31,0,0,0,0,0,0.1436,143.6353003,2570.470712,0,38.48,3237.519266
2016,2.0164E+11,153.94,1,0.006496037,1,0,0,0,0,0,0,0,6620284,600292,3,32,0,0,0,0,0,0.1438,143.7621108,1951.040631,0,38.48,2969.130687
2011,2.0113E+11,153.94,2,0.012992075,2,0,0,0,0,0,0,0,6703256,468756,1,11,0,0,0,0,0,0.1438,143.7767006,2078.873906,0,38.48,3073.688095
2013,2.01331E+11,153.94,11,0.071456412,9,0.5,0.5,2,0,0.019488112,3,1,6620905,407801,2,21,0,0,0,1,2,0.1438,143.8243352,878.208803,0,38.48,2997.321205
2013,2.0133E+11,153.94,3,0.019488112,3,0,4,0,0,0.02598415,4,1,6698145,369685,1,11,0,0,0,1,9,0.144,143.9988925,819.823846,0,38.48,2997.321205
2005,2.00542E+11,153.94,4,0.02598415,2,0,0,2,0,0.012992075,2,1,6557177,330248,3,31,0,0,0,0,0,0.144,144.009519,883.676929,0,38.48,2975.7952
2015,2.0153E+11,153.94,21,0.136416786,20,0,1,1,0,0.012992075,2,1,6787382,516721,2,22,0,0,0,1,13,0.144,144.0301959,2959.875424,0,38.48,2926.151067
2008,2.00851E+11,153.94,0,0,0,0,0,0,0,0,0,0,6473479,301216,4,41,0,0,0,0,0,0.144,144.0374991,1468.36243,0,38.48,2360.087089
2014,2.0144E+11,153.94,3,0.019488112,1,0,0,2,0,0.012992075,2,1,6650794,498153,3,31,0,0,0,1,9,0.144,144.0462391,2065.532169,0,38.48,4133.870049
2008,2.0083E+11,153.94,0,0,0,0,0,0,0,0,0,0,6787701,468222,4,42,0,0,0,1,3,0.1441,144.0774278,4641.124352,0,38.48,4429.726961
2016,2.01642E+11,153.94,1,0.006496037,1,0,0.1,0,0,0.000649604,0.1,1,6389850,354608,3,33,0,0,0,0,0,0.1441,144.0804915,1911.605581,0,38.48,3761.09401
2009,2.00941E+11,153.94,0,0,0,0,0,0,0,0,0,0,6464726,404321,3,31,0,0,0,0,0,0.1441,144.0941592,239.161433,0,38.48,2940.746667
2015,2.0154E+11,153.94,12,0.077952449,12,0,2,0,0,0.012992075,2,1,6657610,593469,2,21,0,0,0,0,0,0.1441,144.0983934,1354.494234,0,38.48,3624.085985
2008,2.0083E+11,153.94,2,0.012992075,2,0,2,0,0,0.012992075,2,1,6664438,565198,3,31,0,0,0,0,0,0.1441,144.122605,1933.027428,0,38.48,4429.726961
2014,2.0143E+11,153.94,3,0.019488112,3,0,0,0,0,0,0,0,6850704,494986,2,22,0,0,0,0,0,0.1441,144.1268507,713.624253,0,38.48,2977.982083
2006,2.00631E+11,153.94,4,0.02598415,2,0,6,2,0,0.051968299,8,1,6898755,572105,2,22,0,0,0,0,0,0.1441,144.1349029,1761.431081,0,38.48,3164.45914
2003,2.0033E+11,153.94,2,0.012992075,5,0,0,0,0,0,0,0,6617698,437115,2,23,0,0,0,1,4,0.1441,144.1443133,140.059099,0,38.48,2783.6375
2012,2.0123E+11,153.94,29,0.188385085,29,0,0,0,0,0,0,0,6606940,357478,2,23,0,0,0,1,4,0.1442,144.1793636,241.784845,0,38.48,3241.70443
2011,2.01151E+11,153.94,0.5,0.003248019,0.5,0,0.5,0,0,0.003248019,0.5,1,6505527,299033,3,32,0,0,0,1,1,0.1443,144.2700058,1082.942685,0,38.48,3421.04367
2016,2.0165E+11,123.85,39,0.314897053,38,0,0,1,0.1,7.17E-05,0.008881712,1,6430731,319741,2,23,0,0,0,0,0,0.1444,144.368178,408.373895,0,38.48,1866.62675
2009,2.0093E+11,153.94,19,0.123424711,19,2,2,0,0,0.02598415,4,1,6788473,530679,3,31,0,0,0,1,5,0.1444,144.3695289,5523.79452,0,38.48,4518.3215
2011,2.0113E+11,153.94,1,0.006496037,0.5,0,0,0.5,0,0.003248019,0.5,1,6774552,454380,4,42,0,0,0,0,0,0.1444,144.4147254,1656.32672,0,38.48,3073.688095
2010,2.01042E+11,153.94,2,0.012992075,2,2,3,0,0,0.032480187,5,1,6616776,481260,3,32,0,0,0,1,4,0.1444,144.4318193,1038.449672,0,38.48,3356.121739
2014,2.0144E+11,153.94,1,0.006496037,1,0,0.1,0,0,0.000649604,0.1,1,6659713,564474,4,42,0,0,0,0,0,0.1445,144.5379129,811.400571,0,38.48,4107.29745
2010,2.0103E+11,153.94,8,0.051968299,8,0,0,0,0,0,0,0,6724301,432497,2,22,0,0,0,1,1,0.1445,144.5403581,1293.746907,0,38.48,3105.375601
2009,2.00931E+11,153.94,21,0.136416786,20,0,0,1,0,0.006496037,1,1,6875513,535605,2,22,0,0,0,0,0,0.1445,144.5475087,7659.473829,0,38.48,3588.959756
2009,2.00931E+11,121.23,9.5,0.078363441,9,0,0,0.5,0,3.40E-05,0.004124392,1,6875513,535605,2,23,0,0,0,0,0,0.1445,144.5475087,7659.473829,0,38.14,3557.248573
2013,2.0134E+11,119.88,0.5,0.004170838,0.5,0.5,0.5,0,0.5,0.000104375,0.012512513,1,6608960,577715,2,23,0,0,0,0,0,0.1446,144.5740093,574.927268,0,37.84,3106.911393
2010,2.0103E+11,153.94,12,0.077952449,12,0,2,0,0,0.012992075,2,1,6797312,476590,2,23,0,0,0,1,5,0.1446,144.5770117,2158.133791,0,38.48,3105.375601
2003,2.0033E+11,153.94,0,0,5,0,0,0,0,0,0,0,6629042,466461,3,31,0,0,0,0,0,0.1446,144.6008072,2034.097753,0,38.48,2783.6375
2012,2.01242E+11,153.94,0.5,0.003248019,0.5,0,0.5,0,0,0.003248019,0.5,1,6564097,489498,3,33,0,0,0,1,1,0.1446,144.6350287,135.379114,0,38.48,3027.090196
2006,2.00641E+11,153.94,12,0.077952449,12,8,3,0,0,0.071456412,11,1,6505424,348462,2,21,0,0,0,1,3,0.1447,144.6641986,218.977159,0,38.48,3099.786667
2009,2.00931E+11,153.94,0,0,0,0,0,0,0,0,0,0,6874494,534122,3,31,0,0,0,0,0,0.1447,144.6920252,8567.164539,0,38.48,3588.959756
2014,2.0143E+11,153.94,8,0.051968299,3,0,14,5,0.1,0.124074315,19.1,1,6803840,574821,4,42,0,0,0,0,0,0.1447,144.6957136,197.522511,0,38.48,2977.982083
2003,2.00342E+11,153.94,0,0,2,0,2,2,0,0.02598415,4,1,6523344,508574,2,21,0,0,0,0,0,0.1447,144.6972676,528.388707,0,38.48,2940.601905
2012,2.01241E+11,153.94,12.5,0.081200468,12,0.5,0,0.5,0,0.006496037,1,1,6491242,449184,2,23,549145.3683,1,1,0,0,0.1448,144.7784631,93.631612,1,38.48,2113.111377
2012,2.01241E+11,153.94,0.5,0.003248019,0.5,0.5,0.5,0,0.5,0.009744056,1.5,1,6427620,378374,3,33,0,0,0,0,0,0.1448,144.8493417,1711.17441,0,38.48,2367.57614
2016,2.01631E+11,153.94,1.1,0.007145641,1,0,0.1,0.1,0,0.001299207,0.2,1,6641998,372682,3,31,0,0,0,1,9,0.1449,144.9098376,2745.504037,0,38.48,2591.433958
2013,2.0133E+11,153.94,1,0.006496037,0.5,0,0,0.5,0,0.003248019,0.5,1,6772237,614186,3,31,0,0,0,0,0,0.145,144.9580495,1144.652469,0,38.48,3176.514222
2010,2.0103E+11,153.94,0,0,0,0,2,0,0,0.012992075,2,1,6819196,426838,2,23,0,0,0,0,0,0.145,144.9608465,10808.78918,0,38.48,3105.375601
2013,2.01342E+11,153.94,21,0.136416786,19,0,0,2,0,0.012992075,2,1,6353045,392924,2,22,0,0,0,0,0,0.145,144.9770135,454.188558,0,38.48,3613.600127
2003,2.0033E+11,153.94,6,0.038976225,0,0,2,3,0,0.032480187,5,1,6729579,554201,4,42,0,0,0,0,0,0.145,145.0449029,3747.280464,0,38.48,3137.723264
2014,2.0143E+11,153.94,0,0,0,0,0.1,0,0,0.000649604,0.1,1,6692815,596273,3,31,0,0,0,0,0,0.145,145.0487283,1671.190841,0,38.48,3509.146939
2012,2.0123E+11,153.94,0,0,0,0,0.5,0,0,0.003248019,0.5,1,6663547,492233,3,33,0,0,0,0,0,0.1451,145.1357983,4763.835158,0,38.48,2896.359936
2013,2.0133E+11,153.94,0,0,0,0,0.5,0,0,0.003248019,0.5,1,6821576,492908,3,31,0,0,0,0,0,0.1452,145.1716612,705.804131,0,38.48,3176.514222
2015,2.0155E+11,153.94,0,0,0,0,0,0,0,0,0,0,6423161,313115,3,31,0,0,0,0,0,0.1452,145.1728565,417.129824,0,38.48,2024.815458
2015,2.0153E+11,153.94,4,0.02598415,2,0,0,2,0,0.012992075,2,1,6713204,407401,4,42,657469.414,1,1,1,9,0.1452,145.1729258,7086.592686,1,38.48,2529.942305
2003,2.0033E+11,153.94,12,0.077952449,8,0,0,0,0,0,0,0,6679627,515825,2,23,815416.6486,1,1,0,0,0.1452,145.1820987,2935.800678,1,38.48,3137.723264
2008,2.00831E+11,153.94,0,0,0,2,2,0,0,0.02598415,4,1,6845077,620455,2,22,2660170.84,4,1,0,0,0.1452,145.1898409,1786.446293,4,38.48,2559.084348
2004,2.00431E+11,153.94,0,0,0,0,0,0,0,0,0,0,6854014,552665,3,32,0,0,0,0,0,0.1452,145.2083924,99.780704,0,38.48,3773.008974
2012,2.0123E+11,153.94,5,0.032480187,5,0,0.5,0,0,0.003248019,0.5,1,6728964,406964,2,23,0,0,0,1,4,0.1453,145.280812,13107.15108,0,38.48,2896.359936
2007,2.0073E+11,153.94,2,0.012992075,2,0,0,0,0,0,0,0,6724293,489793,3,31,782799.9827,1,1,0,0,0.1453,145.3221278,2046.149441,1,38.48,3012.214333
2014,2.0143E+11,153.94,8,0.051968299,8,1,1,0,0,0.012992075,2,1,6867351,516994,3,32,0,0,0,1,6,0.1453,145.324156,2695.512563,0,38.48,2977.982083
2008,2.0083E+11,153.94,5,0.032480187,3,0,2,2,0,0.02598415,4,1,6801744,472045,4,42,0,0,0,1,3,0.1453,145.3447712,322.953554,0,38.48,4429.726961
2008,2.0083E+11,153.94,0,0,0,0,0,0,0,0,0,0,6763757,593969,3,32,0,0,0,1,3,0.1453,145.3451764,2600.502363,0,38.48,3687.614583
2012,2.01231E+11,153.94,0.5,0.003248019,0.5,0,0,0,0,0,0,0,6789421,526179,3,34,0,0,0,1,8,0.1454,145.3501292,2324.707751,0,38.48,2896.359936
2005,2.0053E+11,153.94,0,0,0,0,0,0,0,0,0,0,6671551,386478,3,31,0,0,0,0,0,0.1455,145.4599126,1321.317987,0,38.48,3060.892231
2011,2.0113E+11,153.94,2.5,0.016240094,2,0,0.5,0.5,0,0.006496037,1,1,6550729,461624,3,33,0,0,0,1,12,0.1456,145.6209161,170.305705,0,38.48,3354.951747
2004,2.0043E+11,153.94,3,0.019488112,3,0,0,0,0,0,0,0,6701397,375118,2,23,0,0,0,1,5,0.1456,145.6266147,1658.792922,0,38.48,2910.166477
2012,2.01251E+11,153.94,1,0.006496037,0.5,0,0.5,0.5,0,0.006496037,1,1,6527323,291283,2,21,0,0,0,1,2,0.1456,145.6274018,950.669759,0,38.48,3452.72
2003,2.0033E+11,153.94,0,0,0,0,0,0,0,0,0,0,6734837,534138,1,11,815416.6486,1,1,0,0,0.1457,145.697477,3107.416695,1,38.48,3137.723264
2008,2.00842E+11,153.94,4,0.02598415,2,0,0,2,0,0.012992075,2,1,6617088,572425,2,23,868454.6085,1,1,0,0,0.1457,145.7395017,767.413704,1,38.48,3341.813333
2010,2.01031E+11,153.94,35,0.22736131,27,0,2,8,0,0.064960374,10,1,6889550,579425,2,21,0,0,0,0,0,0.1457,145.7429234,3692.312736,0,38.48,4234.456115
2006,2.0063E+11,153.94,0,0,0,0,0,0,0,0,0,0,6699251,485597,3,31,0,0,0,1,3,0.1458,145.7563957,1867.780022,0,38.48,3032.430537
2012,2.0123E+11,153.94,44.5,0.289073665,44,0,0.5,0.5,0,0.006496037,1,1,6603277,424984,2,23,0,0,0,0,0,0.1458,145.7601002,276.858474,0,38.48,3241.70443
2013,2.01341E+11,153.94,9,0.058464337,3,0.5,0,6,0,0.042224243,6.5,1,6528264,470809,2,23,0,0,0,1,7,0.1458,145.81437,245.638344,0,38.48,3077.771861
2006,2.00642E+11,153.94,3,0.019488112,3,3,42,0,0,0.292321684,45,1,6527090,454553,1,11,926336.1263,1,1,1,1,0.1459,145.8878557,142.153634,1,38.48,3564.541414
2007,2.00741E+11,153.94,0,0,0,0,0,0,0,0,0,0,6502267,418470,3,33,0,0,0,0,0,0.146,145.9828704,1032.414639,0,38.48,2916.442975
2016,2.0164E+11,153.94,0,0,0,0.1,0.1,0,0,0.001299207,0.2,1,6602522,529657,4,42,0,0,0,1,12,0.146,146.0178432,1728.69532,0,38.48,3977.874953
2014,2.01441E+11,153.94,1,0.006496037,1,0,0,0,0,0,0,0,6505001,443953,4,42,0,0,0,0,0,0.1461,146.0732591,958.559686,0,38.48,4421.237248
2009,2.0093E+11,153.94,0,0,0,0,0,0,0,0,0,0,6758597,580539,3,31,0,0,0,1,9,0.1462,146.2143151,224.302655,0,38.48,1966.727778
2005,2.00531E+11,153.94,100,0.649603742,100,0,0,0,0,0,0,0,6873403,543428,3,31,0,0,0,0,0,0.1463,146.2576414,905.555395,0,38.48,3097.838947
2007,2.00751E+11,153.94,0,0,0,0,0,0,0,0,0,0,6384489,327411,3,33,769094.1491,1,1,0,0,0.1463,146.2901571,819.651473,1,38.48,2959.474286
2011,2.0113E+11,153.94,0,0,0,0,2,0,0,0.012992075,2,1,6671989,487130,4,42,0,0,0,1,12,0.1463,146.2938634,397.080579,0,38.48,3073.688095
2015,2.01541E+11,153.94,0.1,0.000649604,0.1,0,0,0,0,0,0,0,6571477,480010,3,32,0,0,0,1,4,0.1464,146.3880857,1660.085772,0,38.48,3513.789542
2008,2.00842E+11,153.94,5,0.032480187,3,0,0,2,0,0.012992075,2,1,6641367,596522,4,41,0,0,0,0,0,0.1465,146.4547065,1484.867257,0,38.48,3341.813333
2009,2.0093E+11,153.94,0,0,0,0,0,0,0,0,0,0,6712965,569105,3,31,0,0,0,1,3,0.1465,146.4968445,566.803811,0,38.48,1966.727778
2010,2.0103E+11,153.94,29,0.188385085,27,0,3,2,0,0.032480187,5,1,6671977,568594,2,23,0,0,0,0,0,0.1465,146.5036844,262.581033,0,38.48,3105.375601
2015,2.0153E+11,153.94,5.1,0.033129791,5,0,2,0.1,0,0.013641679,2.1,1,6743102,482117,3,31,0,0,0,1,4,0.1465,146.5487661,267.6664,0,38.48,2926.151067
2016,2.0163E+11,153.94,6,0.038976225,6,0,0,0,0,0,0,0,6891696,543097,3,31,0,0,0,1,1,0.1466,146.5521319,5856.271959,0,38.48,2844.639602
2011,2.0113E+11,153.94,0,0,0,0,0,0,0,0,0,0,6712086,415179,1,11,0,0,0,1,7,0.1466,146.5597058,2182.074268,0,38.48,3073.688095
2011,2.0113E+11,153.94,6,0.038976225,6,0,0.5,0,0,0.003248019,0.5,1,6763663,584982,2,22,0,0,0,1,10,0.1466,146.587309,6008.043706,0,38.48,2107.208333
2004,2.00431E+11,153.94,8,0.051968299,6,0,2,2,0,0.02598415,4,1,6819256,529606,2,22,980511.6877,1,1,0,0,0.1466,146.6419219,6572.839771,1,38.48,3773.008974
2007,2.0073E+11,153.94,0,0,0,0,0,0,0,0,0,0,6708731,484475,3,31,0,0,0,0,0,0.1468,146.7820909,115.889197,0,38.48,3012.214333
2004,2.0043E+11,153.94,2,0.012992075,2,0,2,0,0,0.012992075,2,1,6690832,615161,3,32,0,0,0,0,0,0.1468,146.8175642,3197.231484,0,38.48,4916.819444
2005,2.0053E+11,153.94,2,0.012992075,2,2,2,0,0,0.02598415,4,1,6714403,620873,3,33,0,0,0,0,0,0.1469,146.863443,2679.68691,0,38.48,4916.819444
2014,2.01431E+11,153.94,0.1,0.000649604,0.1,0,2,0,0,0.012992075,2,1,6665603,536608,4,42,0,0,0,1,4,0.1469,146.8842564,247.913574,0,38.48,2620.433791
2006,2.0063E+11,153.94,2,0.012992075,2,0,0,0,0,0,0,0,6582913,371564,3,32,0,0,0,0,0,0.1469,146.9019208,2738.204598,0,38.48,3187.900207
